ts_code,trade_date,close,pct_chg,score,volume_ratio,structure,ma10,ma20,macd_dif,macd_dea,rsi6,boll_mid,turnover,avg_turnover_5,atr_ratio,price_vs_ma20,tier,ma5,kdj_k,kdj_d,wr1,wr2,regime,entry_price,ret_1,ret_3,ret_5
159509.SZ,20250114.000000,1.611000,1.640400,6,,,1.629100,1.631050,,,44.004903,,950879.485000,895077.610000,0.015829,-0.012293,A,1.621400,27.636740,38.567969,74.999999,74.999999,sideways,1.611000,-0.009311,0.008070,0.017381
511090.SH,20250114.000000,123.046236,-0.402500,3,,,123.932905,122.552730,,,44.548751,,6994695.228000,6683198.410800,0.009293,0.004027,C,123.597871,46.370889,57.116659,67.461014,57.205612,sideways,123.046236,0.009665,0.006701,0.005640
511130.SH,20250114.000000,110.647089,-0.296300,4,,,111.250764,110.104698,,,48.025479,,1707803.975000,1750089.771600,0.008634,0.004926,B,110.964481,43.859211,54.057095,68.017187,55.966024,sideways,110.647089,0.008159,0.004876,0.005160
513850.SH,20250114.000000,1.445000,1.832300,6,,,1.457600,1.455600,,,45.453176,,358814.090000,544642.780200,0.020366,-0.007282,A,1.451200,25.711019,35.467779,73.214285,73.214285,sideways,1.445000,-0.008997,0.012457,0.017301
159866.SZ,20250115.000000,1.063000,0.377700,6,,,1.074400,1.069850,,,40.615153,,422924.861000,688134.100800,0.023854,-0.006403,A,1.067400,19.156081,29.899515,85.981308,85.981308,sideways,1.063000,0.033866,0.077140,0.107244
513850.SH,20250117.000000,1.463000,-0.476200,4,,,1.459200,1.458050,,,54.157021,,276790.120000,303572.763800,0.020945,0.003395,B,1.445800,35.065170,32.412765,57.142857,47.252747,sideways,1.463000,0.007519,0.006152,0.002734
588060.SH,20250120.000000,0.618000,0.324700,3,,,0.615000,0.624100,,,50.997657,,188122.366000,217941.714600,0.028548,-0.009774,C,0.618400,54.541894,49.484259,39.999999,41.176469,sideways,0.618000,0.006472,-0.001618,-0.012945
588200.SH,20250120.000000,1.453000,-0.411200,3,,,1.446600,1.462250,,,51.405539,,2010816.295000,2967639.132400,0.036722,-0.006326,C,1.458000,60.577691,56.838725,36.065573,45.360824,sideways,1.453000,0.017894,0.004129,-0.020647
588290.SH,20250120.000000,1.418000,-0.140800,3,,,1.410600,1.426150,,,51.981170,,212396.321000,231574.382000,0.036621,-0.005715,C,1.421600,60.411196,56.585361,34.426229,43.298969,sideways,1.418000,0.017630,0.003526,-0.019746
159338.SZ,20250122.000000,0.926000,-0.643800,3,,,0.921300,0.931450,,,49.086986,,3454277.333000,3680873.417000,0.015196,-0.005851,C,0.928000,70.962587,62.497970,31.707316,59.090906,sideways,0.926000,-0.001080,0.003240,0.016199
159339.SZ,20250122.000000,0.935000,-0.743100,3,,,0.930500,0.940750,,,48.829868,,664036.203000,664437.198600,0.015126,-0.006112,C,0.937000,71.532706,62.931833,31.707316,59.090906,sideways,0.935000,0.000000,0.003209,0.014973
159351.SZ,20250122.000000,0.934859,-0.837700,3,,,0.931041,0.941211,,,47.670269,,1965085.050000,1973200.071400,0.015312,-0.006749,C,0.937821,70.407646,62.242981,34.212154,60.867648,sideways,0.934859,-0.001056,0.005280,0.016896
159352.SZ,20250122.000000,0.961424,-0.816300,3,,,0.958259,0.968843,,,46.643205,,2776252.295000,3098763.794200,0.015359,-0.007658,C,0.964985,69.042563,61.824234,36.364053,66.666664,sideways,0.961424,0.000000,0.005144,0.017490
159353.SZ,20250122.000000,0.936382,-1.050400,3,,,0.933499,0.943539,,,46.806186,,672969.525000,677532.826200,0.015393,-0.007585,C,0.939960,70.521889,62.523885,35.713429,68.178697,sideways,0.936382,0.001062,0.007431,0.015923
159358.SZ,20250122.000000,0.983000,-0.907300,3,,,0.979800,0.990750,,,46.742506,,278904.579000,268611.239400,0.014823,-0.007822,C,0.986800,71.387075,63.365739,34.090908,65.217388,sideways,0.983000,0.001017,0.004069,0.017294
159361.SZ,20250122.000000,0.940000,-0.948400,3,,,0.936700,0.947200,,,46.971571,,3052047.570000,3105891.300800,0.015350,-0.007601,C,0.943200,69.842263,61.968382,35.714285,65.217388,sideways,0.940000,0.002128,0.004255,0.018085
159792.SZ,20250122.000000,0.682000,-2.292300,3,,,0.676400,0.684400,,,48.917742,,904820.595000,988975.123800,0.024717,-0.003507,C,0.688000,70.074880,61.865250,38.095237,61.538460,sideways,0.682000,-0.002933,0.048387,0.123167
512050.SH,20250122.000000,0.922000,-0.753500,3,,,0.917100,0.927350,,,49.288277,,4140953.515000,4167860.858400,0.015417,-0.005769,C,0.923800,71.641825,62.727940,30.952380,56.521737,sideways,0.922000,0.000000,0.003254,0.015184
560530.SH,20250122.000000,0.938022,-0.935600,3,,,0.933888,0.944007,,,48.181061,,472641.921000,614913.652600,0.015215,-0.006340,C,0.940778,71.806410,63.139295,32.557589,60.868410,sideways,0.938022,0.000000,0.002098,0.015740
560610.SH,20250122.000000,0.909449,-0.858400,3,,,0.905413,0.915600,,,48.157444,,1068705.600000,1224230.024000,0.015461,-0.006718,C,0.911811,70.011803,61.703201,34.145313,63.635521,sideways,0.909449,0.001082,0.002164,0.015151
563220.SH,20250122.000000,0.962000,-0.824700,3,,,0.957200,0.967750,,,48.792086,,1378895.050000,1287578.367200,0.015741,-0.005942,C,0.964400,71.535845,62.887138,31.818181,58.333331,sideways,0.962000,0.001040,0.002079,0.015593
563360.SH,20250122.000000,0.980000,-0.910000,3,,,0.975400,0.985950,,,48.416501,,2875812.697000,2936751.229400,0.015598,-0.006035,C,0.982800,73.280061,64.471129,30.434782,58.333331,sideways,0.980000,0.000000,0.003061,0.015306
563800.SH,20250122.000000,0.923000,-0.859300,3,,,0.918700,0.928650,,,48.619554,,2301456.826000,2477201.895200,0.015555,-0.006084,C,0.925200,70.293202,61.913891,33.333333,60.869563,sideways,0.923000,0.000000,0.001083,0.016251
563880.SH,20250122.000000,0.956000,-0.829900,3,,,0.951500,0.962250,,,48.337643,,721951.909000,749066.463800,0.015541,-0.006495,C,0.958600,71.519694,62.937161,32.558139,60.869563,sideways,0.956000,0.001046,0.000000,0.016736
159338.SZ,20250123.000000,0.925000,-0.108000,3,,,0.922200,0.929350,,,47.489673,,3828519.565000,3684118.296600,0.015135,-0.004681,C,0.928400,67.762936,64.252959,38.636363,67.999997,sideways,0.925000,0.009730,0.001081,0.031351
159339.SZ,20250123.000000,0.935000,0.000000,3,,,0.931400,0.938700,,,48.829867,,760448.024000,680075.540200,0.015126,-0.003942,C,0.937600,68.429211,64.764293,37.777777,65.384613,sideways,0.935000,0.008556,-0.001070,0.029947
159351.SZ,20250123.000000,0.933872,-0.105600,3,,,0.931726,0.939088,,,46.159222,,2228017.803000,2034412.177600,0.015328,-0.005554,C,0.938018,66.610763,63.698908,40.983001,69.228968,sideways,0.933872,0.010571,0.001057,0.031712
159352.SZ,20250123.000000,0.961424,0.000000,3,,,0.959149,0.966617,,,46.643203,,2900816.948000,3015758.295000,0.015359,-0.005372,C,0.965183,65.886119,63.178196,40.426767,70.371061,sideways,0.961424,0.010289,0.000000,0.032922
159353.SZ,20250123.000000,0.937376,0.106200,3,,,0.934394,0.941501,,,48.303808,,709043.242000,702064.609400,0.015452,-0.004381,C,0.940358,67.304732,64.117501,39.129578,69.228088,sideways,0.937376,0.010604,0.002121,0.030753
159358.SZ,20250123.000000,0.984000,0.101700,3,,,0.980700,0.988600,,,48.264858,,298009.755000,274349.644200,0.014808,-0.004653,C,0.987200,68.424716,65.052065,37.499999,66.666664,sideways,0.984000,0.008130,-0.001016,0.030488
159361.SZ,20250123.000000,0.942000,0.212800,3,,,0.937800,0.945100,,,50.044230,,3269608.053000,3125548.044400,0.015317,-0.003280,C,0.944000,68.042990,63.993251,35.555555,61.538459,sideways,0.942000,0.008493,0.001062,0.029724
159502.SZ,20250123.000000,1.006000,-0.297300,3,,,0.993200,1.003400,,,56.748626,,210089.357000,223271.443200,0.020094,0.002591,C,0.993800,42.037078,29.796511,60.227272,29.999999,sideways,1.006000,0.014911,0.004970,0.009940
159632.SZ,20250123.000000,1.884000,-1.050400,3,,,1.872200,1.890200,,,50.387385,,324570.406000,292125.745200,0.025781,-0.003280,C,1.891200,65.661696,50.871201,32.631579,48.437499,sideways,1.884000,-0.000531,-0.021231,-0.017516
159660.SZ,20250123.000000,1.789000,-0.941300,3,,,1.778100,1.804400,,,48.303226,,238572.408000,229450.053200,0.019564,-0.008535,C,1.798600,63.953891,52.639041,40.566037,47.540983,sideways,1.789000,-0.005031,-0.022359,-0.014533
159792.SZ,20250123.000000,0.680000,-0.293300,3,,,0.677200,0.683100,,,46.869096,,925095.647000,939663.242600,0.024580,-0.004538,C,0.688000,66.293306,63.341269,41.269841,72.222220,sideways,0.680000,0.029412,0.105882,0.155882
159892.SZ,20250123.000000,0.467000,-0.638300,3,,,0.464800,0.469000,,,48.117313,,321343.823000,334605.861600,0.019884,-0.004264,C,0.469400,61.897955,55.998160,42.857141,52.173911,sideways,0.467000,0.014989,0.034261,0.072805
512050.SH,20250123.000000,0.922000,0.000000,3,,,0.918100,0.925300,,,49.288275,,4692876.069000,4293081.651800,0.015339,-0.003566,C,0.924600,69.242698,64.899526,35.555555,61.538459,sideways,0.922000,0.008677,0.001085,0.031453
513120.SH,20250123.000000,0.704000,-0.565000,3,,,0.698000,0.705050,,,50.892800,,839902.217000,972542.078200,0.021814,-0.001489,C,0.707400,61.884413,55.452898,41.176470,47.727272,sideways,0.704000,0.015625,0.029830,0.072443
513770.SH,20250123.000000,0.411500,-0.603900,3,,,0.410400,0.415425,,,45.330253,,222739.483000,221326.870800,0.024909,-0.009448,C,0.417200,65.721481,61.761689,43.243242,76.190473,sideways,0.411500,0.032807,0.119077,0.165249
560530.SH,20250123.000000,0.938022,0.000000,3,,,0.934872,0.941939,,,48.181059,,579645.717000,580339.642600,0.015215,-0.004158,C,0.941171,68.438576,64.905722,38.297090,66.665410,sideways,0.938022,0.010492,0.000000,0.030430
560610.SH,20250123.000000,0.910433,0.108200,3,,,0.906496,0.913681,,,49.724490,,1328057.423000,1222061.199200,0.015367,-0.003555,C,0.912598,67.886656,63.764353,36.363636,64.000648,sideways,0.910433,0.008649,-0.001081,0.030270
563220.SH,20250123.000000,0.963000,0.104000,3,,,0.958400,0.965700,,,50.341278,,1415201.654000,1363574.902400,0.015576,-0.002796,C,0.965000,69.676379,65.150218,34.042552,59.259257,sideways,0.963000,0.008307,-0.001038,0.030114
563360.SH,20250123.000000,0.980000,0.000000,3,,,0.976500,0.983800,,,48.416500,,3018200.905000,2906326.321600,0.015598,-0.003863,C,0.983400,70.622081,66.521446,34.693877,62.962961,sideways,0.980000,0.009184,0.000000,0.029592
563800.SH,20250123.000000,0.923000,0.000000,3,,,0.919600,0.926650,,,48.619552,,2625782.863000,2500710.714800,0.015477,-0.003939,C,0.925800,67.602875,63.810219,37.777777,65.384613,sideways,0.923000,0.009751,0.000000,0.031419
563880.SH,20250123.000000,0.957000,0.104600,3,,,0.952600,0.960150,,,49.915497,,762277.757000,743341.846000,0.015599,-0.003281,C,0.959200,68.956391,64.943571,36.170212,62.962961,sideways,0.957000,0.008359,0.000000,0.031348
159632.SZ,20250124.000000,1.883000,-0.053100,3,,,1.871600,1.887150,,,49.827094,,252460.726000,288613.334600,0.024239,-0.002199,C,1.894200,65.760280,55.834227,33.684210,49.999999,sideways,1.883000,-0.019649,-0.012746,-0.029740
159660.SZ,20250124.000000,1.780000,-0.503100,3,,,1.778000,1.799850,,,43.751353,,248272.418000,234283.943200,0.018740,-0.011029,C,1.798000,62.049846,55.775976,41.304347,62.295081,sideways,1.780000,-0.019663,-0.007303,-0.019663
159501.SZ,20250127.000000,1.496000,-1.837300,4,,,1.510700,1.512350,,,37.454199,,230207.459000,260135.665800,0.014992,-0.010811,B,1.520000,62.368704,65.197915,64.705881,87.999998,sideways,1.496000,-0.002005,0.006684,0.001337
159659.SZ,20250127.000000,1.709000,-2.006900,4,,,1.729900,1.728000,,,37.200962,,597877.130000,571529.378200,0.015632,-0.010995,B,1.740400,60.750265,64.740609,66.666666,88.888887,sideways,1.709000,0.001755,0.009362,0.004096
513110.SH,20250127.000000,1.840000,-1.919000,4,,,1.858800,1.861250,,,38.248975,,310638.317000,245433.690600,0.016576,-0.011417,B,1.871200,60.973903,64.054394,65.217391,85.714284,sideways,1.840000,0.000000,0.007609,0.001630
513870.SH,20250127.000000,1.511000,-1.946800,4,,,1.526600,1.525750,,,39.166575,,198633.682000,279771.584200,0.015931,-0.009667,B,1.535400,62.170876,65.233782,63.013698,86.792451,sideways,1.511000,-0.000662,0.008604,0.003309
563880.SH,20250127.000000,0.956000,-0.932600,3,,,0.958100,0.956150,,,46.912109,,561434.123000,675509.286200,0.015840,-0.000157,C,0.959600,59.329455,64.713076,41.860464,78.260866,sideways,0.956000,0.001046,0.032427,0.031381
159338.SZ,20250205.000000,0.926000,-0.322900,3,,,0.927500,0.923450,,,47.100157,,3215186.791000,3542090.128000,0.014656,0.002761,C,0.928000,54.668692,62.151050,63.999997,72.727269,sideways,0.926000,0.016199,0.034557,0.041037
159339.SZ,20250205.000000,0.934000,-0.426400,3,,,0.936600,0.932500,,,45.144832,,509492.156000,640971.362200,0.014530,0.001609,C,0.937000,52.350924,61.283934,69.230767,78.260866,sideways,0.934000,0.016060,0.035332,0.039615
159351.SZ,20250205.000000,0.934859,-0.525200,3,,,0.937333,0.933065,,,45.837914,,1899529.311000,2037821.306200,0.014633,0.001923,C,0.937426,55.160226,62.352743,65.383564,73.913232,sideways,0.934859,0.016896,0.034847,0.042238
159352.SZ,20250205.000000,0.961424,-0.511800,3,,,0.964392,0.960336,,,44.988119,,2701082.676000,2757793.817600,0.014771,0.001133,C,0.964392,51.811903,60.380611,70.371061,79.169296,sideways,0.961424,0.017490,0.038066,0.042181
159353.SZ,20250205.000000,0.939364,-0.421500,3,,,0.940060,0.935736,,,48.440843,,515165.655000,678179.166400,0.014739,0.003877,C,0.940756,56.722670,63.184174,61.536078,69.565214,sideways,0.939364,0.012698,0.033862,0.038095
159358.SZ,20250205.000000,0.983000,-0.405300,3,,,0.986000,0.982050,,,45.122266,,206602.742000,259495.714000,0.014097,0.000967,C,0.985800,51.396585,60.794727,70.370368,82.608692,sideways,0.983000,0.017294,0.035605,0.043744
159361.SZ,20250205.000000,0.943000,-0.105900,3,,,0.943200,0.939000,,,49.323226,,3062359.992000,3101204.884200,0.014468,0.004260,C,0.943800,56.443978,62.584429,57.692305,65.217388,sideways,0.943000,0.014846,0.033934,0.039236
159501.SZ,20250205.000000,1.493000,-0.200500,5,,,1.511300,1.510800,,,35.859394,,204514.084000,232342.560600,0.014305,-0.011782,B,1.513600,43.579136,57.991655,69.117646,93.999998,sideways,1.493000,0.010717,0.002009,0.002009
159659.SZ,20250205.000000,1.712000,0.175500,5,,,1.730900,1.727450,,,39.280690,,373638.460000,540740.081800,0.014811,-0.008944,A,1.732600,45.791182,58.424133,63.855421,84.126983,sideways,1.712000,0.009930,0.000584,0.001168
512050.SH,20250205.000000,0.923000,-0.216200,3,,,0.923600,0.919450,,,48.524890,,4245688.524000,4383848.852600,0.014858,0.003861,C,0.924400,57.581881,63.705957,57.692305,68.181815,sideways,0.923000,0.014085,0.033586,0.039003
513110.SH,20250205.000000,1.840000,0.000000,4,,,1.859800,1.859800,,,38.248974,,220013.380000,239729.209800,0.015606,-0.010646,B,1.863400,45.411173,57.839987,65.217391,85.714284,sideways,1.840000,0.009239,0.000543,0.000543
513870.SH,20250205.000000,1.510000,-0.066200,4,,,1.527100,1.525000,,,38.680738,,149599.250000,225197.514400,0.015090,-0.009836,B,1.529200,45.220835,58.562800,66.197182,88.679244,sideways,1.510000,0.011921,0.001325,0.002649
560530.SH,20250205.000000,0.938022,-0.209400,3,,,0.940187,0.935885,,,46.517410,,600979.176000,609961.224600,0.014541,0.002283,C,0.940384,52.435595,61.241474,66.665410,78.258754,sideways,0.938022,0.015740,0.035676,0.040923
560610.SH,20250205.000000,0.909449,-0.216000,3,,,0.911417,0.907825,,,46.337185,,1039012.022000,1104439.160000,0.014765,0.001789,C,0.911811,51.593968,60.413084,67.999672,77.273353,sideways,0.909449,0.015151,0.034632,0.041125
563220.SH,20250205.000000,0.962000,-0.207500,3,,,0.964000,0.959450,,,46.698389,,1097123.165000,1421439.771800,0.014924,0.002658,C,0.964400,54.860019,62.641154,62.962961,77.272724,sideways,0.962000,0.015593,0.034304,0.039501
563360.SH,20250205.000000,0.980000,-0.305200,3,,,0.982200,0.977650,,,46.503599,,2770748.855000,2919198.750000,0.014723,0.002404,C,0.982400,56.151397,64.064474,62.962961,73.913040,sideways,0.980000,0.015306,0.034694,0.042857
563800.SH,20250205.000000,0.923000,-0.108200,3,,,0.924700,0.920650,,,47.004036,,2387275.864000,2598451.722400,0.014858,0.002553,C,0.925000,52.040070,60.405491,65.384613,77.272724,sideways,0.923000,0.016251,0.034670,0.041170
563880.SH,20250205.000000,0.957000,0.104600,3,,,0.958000,0.953850,,,48.520659,,541117.785000,629753.630200,0.014853,0.003302,C,0.958200,51.898648,60.441600,62.962961,73.913040,sideways,0.957000,0.015674,0.035528,0.039707
159792.SZ,20250227.000000,0.924000,-2.531600,7,1.429886,retest,0.910200,0.838500,0.058678,0.052473,60.925939,0.838500,5775006.452000,4499931.451600,0.043908,0.101968,C,,,,,,bull,0.924000,-0.057359,-0.040043,0.050866
159338.SZ,20250303.000000,0.955000,-0.104600,5,,,0.968300,0.960200,,,37.864468,,3520208.635000,3698006.884600,0.014211,-0.005416,A,0.966200,36.736601,55.673349,88.235292,88.235292,sideways,0.955000,0.001047,0.019895,0.012565
159339.SZ,20250303.000000,0.965000,-0.103500,5,,,0.978000,0.969450,,,35.838071,,514278.352000,634559.354000,0.013620,-0.004590,A,0.976400,40.825214,59.505127,82.352939,82.352939,sideways,0.965000,-0.001036,0.018653,0.012435
159351.SZ,20250303.000000,0.964474,-0.306100,5,,,0.978690,0.970397,,,35.193654,,2587532.679000,2487521.948200,0.013818,-0.006104,A,0.976715,38.734644,58.315341,88.237395,88.237395,sideways,0.964474,0.001024,0.020471,0.015353
159352.SZ,20250303.000000,0.994065,-0.099400,5,,,1.007814,0.999209,,,36.892552,,3123389.744000,3271910.821200,0.014001,-0.005148,A,1.006132,40.200733,59.071360,85.715934,85.715934,sideways,0.994065,-0.000995,0.018906,0.013931
159353.SZ,20250303.000000,0.968191,-0.102600,5,,,0.980517,0.972664,,,37.706060,,599196.557000,628784.859000,0.013420,-0.004599,A,0.978728,37.422786,55.634525,85.294550,85.294550,sideways,0.968191,-0.001027,0.017453,0.012320
159358.SZ,20250303.000000,1.015000,-0.294700,4,,,1.029900,1.021250,,,35.754082,,188386.239000,217024.817200,0.013652,-0.006120,B,1.028000,38.402418,58.383181,91.176468,91.176468,sideways,1.015000,0.001970,0.019704,0.013793
159361.SZ,20250303.000000,0.970000,-0.103000,5,,,0.984400,0.976550,,,36.174781,,1781853.687000,2042191.108800,0.013476,-0.006707,A,0.982200,37.194543,57.284776,88.235292,88.235292,sideways,0.970000,0.001031,0.019588,0.015464
159593.SZ,20250303.000000,1.139000,-0.175300,5,,,1.151400,1.142150,,,39.132102,,214744.861000,239967.621200,0.013358,-0.002758,B,1.148400,32.510626,50.266122,88.571426,88.571426,sideways,1.139000,-0.001756,0.013169,0.007024
159595.SZ,20250303.000000,1.141000,0.000000,5,,,1.152100,1.143000,,,40.942863,,184973.824000,304209.153600,0.013459,-0.001750,B,1.149200,33.336787,50.735011,85.294115,85.294115,sideways,1.141000,-0.006135,0.010517,0.005259
512050.SH,20250303.000000,0.950000,-0.210100,5,,,0.964800,0.956500,,,35.851248,,4541347.512000,4759535.211800,0.014286,-0.006796,A,0.962400,40.287895,60.511196,87.878785,87.878785,sideways,0.950000,0.001053,0.021053,0.014737
560530.SH,20250303.000000,0.967550,-0.101600,5,,,0.981724,0.973308,,,36.332646,,724954.471000,637826.283400,0.013661,-0.005916,A,0.979558,38.178085,58.143220,88.235819,88.235819,sideways,0.967550,0.000000,0.019328,0.014242
560610.SH,20250303.000000,0.937992,-0.313800,4,,,0.952362,0.943996,,,35.312410,,1124836.268000,1261962.610400,0.013941,-0.006360,B,0.950394,38.583852,58.714432,90.908528,90.908528,sideways,0.937992,0.001049,0.019937,0.015740
563220.SH,20250303.000000,0.992000,-0.301500,5,,,1.006700,0.997950,,,35.474838,,1301656.006000,1431057.177600,0.014113,-0.005962,A,1.004600,39.559088,59.062364,88.235292,88.235292,sideways,0.992000,0.001008,0.021169,0.015121
563360.SH,20250303.000000,1.011000,-0.098800,5,,,1.025300,1.016800,,,36.455920,,2113110.086000,2239892.538600,0.013918,-0.005704,A,1.023400,40.385277,59.662393,85.714283,85.714283,sideways,1.011000,0.000000,0.018793,0.014837
563800.SH,20250303.000000,0.952000,-0.104900,5,,,0.965600,0.957550,,,37.207075,,2226468.076000,2284377.764000,0.014406,-0.005796,A,0.963600,39.384646,57.572255,85.294115,85.294115,sideways,0.952000,0.000000,0.019958,0.014706
563880.SH,20250303.000000,0.985000,-0.303600,4,,,1.000600,0.992100,,,35.308450,,766182.022000,844435.399200,0.013416,-0.007157,B,0.998200,37.714568,58.165591,91.176468,91.176468,sideways,0.985000,0.002030,0.020305,0.015228
159636.SZ,20250305.000000,1.378000,3.066600,7,1.776775,retest,1.362600,1.300200,0.071342,0.076333,61.568194,1.300200,1174565.419000,1794252.367800,0.042868,0.059837,C,,,,,,bull,1.378000,0.042816,0.009434,-0.003628
159740.SZ,20250305.000000,0.771000,2.800000,7,1.353037,retest,0.769500,0.743500,0.033525,0.037721,56.905293,0.743500,2709139.632000,2945997.042200,0.041505,0.036987,B,,,,,,bull,0.771000,0.053178,0.028534,0.016861
513130.SH,20250305.000000,0.769000,3.083100,7,1.318066,retest,0.766700,0.741100,0.032775,0.037044,57.323909,0.741100,7896808.671000,9201674.706400,0.042170,0.037647,B,,,,,,bull,0.769000,0.053316,0.031209,0.020806
513260.SH,20250305.000000,1.503000,2.734100,7,1.922953,retest,1.500200,1.452450,0.063576,0.072149,56.924677,1.452450,1330556.632000,1345462.626200,0.043580,0.034803,B,,,,,,bull,1.503000,0.052562,0.028609,0.015303
513980.SH,20250305.000000,0.737000,2.789400,7,1.625539,retest,0.736200,0.700150,0.040012,0.042825,58.641196,0.700150,1714906.963000,2190929.413800,0.043904,0.052632,C,,,,,,bull,0.737000,0.043419,0.014925,0.010855
513980.SH,20250310.000000,0.748000,-2.477200,7,1.372707,retest,0.746000,0.719050,0.039167,0.041572,55.720358,0.719050,1944740.389000,2210169.531600,0.046218,0.040261,C,,,,,,bull,0.748000,0.005348,-0.016043,0.018717
513160.SH,20250311.000000,1.267000,-0.078900,7,1.359809,retest,1.244800,1.221750,0.059827,0.064134,58.043302,1.221750,1557115.193000,1662419.265200,0.051471,0.037037,B,,,,,,bull,1.267000,-0.011050,-0.007103,0.012628
513260.SH,20250311.000000,1.551000,0.323400,7,1.629271,retest,1.525600,1.493800,0.065656,0.069229,59.818904,1.493800,1764204.216000,1605667.072800,0.044672,0.038292,B,,,,,,bull,1.551000,-0.016119,-0.006447,0.022566
513980.SH,20250311.000000,0.752000,0.534800,7,1.317505,retest,0.747700,0.724750,0.037554,0.040768,57.743476,0.724750,2150961.221000,2226549.215400,0.046922,0.037599,B,,,,,,bull,0.752000,-0.009309,0.017287,0.046543
513260.SH,20250314.000000,1.541000,2.939200,7,1.382037,retest,1.523300,1.511150,0.053300,0.062832,56.087987,1.511150,1680896.683000,1585589.862800,0.045379,0.019753,B,,,,,,bull,1.541000,-0.001298,0.025957,-0.040234
159770.SZ,20250320.000000,1.009000,-0.591100,3,,,1.016100,1.019250,,,48.055945,,263726.066000,357467.424600,0.028246,-0.010056,C,1.011600,53.080495,53.748182,51.282051,29.629629,sideways,1.009000,-0.032706,-0.057483,-0.053518
562500.SH,20250320.000000,0.973000,-0.916500,3,,,0.981700,0.985000,,,46.734790,,1013552.845000,1182384.896200,0.027749,-0.012183,C,0.977000,52.433571,53.443378,54.054053,33.333333,sideways,0.973000,-0.031860,-0.056526,-0.050360
588030.SH,20250320.000000,1.026000,-0.869600,5,,,1.041000,1.040250,,,39.881849,,527500.319000,310547.470000,0.021999,-0.013699,B,1.036200,40.017787,50.476108,79.245282,73.170730,sideways,1.026000,-0.030214,-0.042885,-0.028265
588190.SH,20250320.000000,1.020000,-1.066900,5,,,1.036100,1.035350,,,38.869136,,176658.754000,205287.359400,0.022269,-0.014826,B,1.031600,39.842361,50.218151,80.769229,76.190474,sideways,1.020000,-0.027451,-0.041176,-0.025490
588890.SH,20250324.000000,1.774000,1.371400,4,,,1.827700,1.852050,,,34.522586,,21795.815000,16744.301400,0.024803,-0.042142,C,1.801800,19.506942,,79.166666,74.637681,bear,1.774000,-0.022548,-0.007892,-0.018602
513580.SH,20250401.000000,0.743000,1.088400,5,,,0.768300,0.787000,,,33.474522,,299595.715000,246369.074600,0.031629,-0.055909,C,0.751200,13.114577,,85.576922,71.153845,bear,0.743000,-0.002692,-0.121131,-0.137281
159363.SZ,20250408.000000,0.401902,1.388900,5,,,0.472672,0.504204,,,10.578066,,282059.592000,190697.894800,0.049368,-0.202898,C,0.451451,13.476614,,87.159194,85.134684,bear,0.401902,0.031132,0.083436,0.089664
159501.SZ,20250408.000000,1.211000,3.681500,4,,,1.311000,1.323900,,,29.361634,,1102925.429000,467140.421000,0.026778,-0.085278,C,1.263400,16.321860,,81.222707,73.291925,bear,1.211000,-0.029727,0.055326,0.064410
159509.SZ,20250408.000000,1.256000,2.113800,4,,,1.379100,1.393400,,,26.495154,,1201456.887000,947244.384000,0.033781,-0.098608,C,1.329000,14.978584,,90.225564,86.096256,bear,1.256000,-0.004777,0.082803,0.091561
159561.SZ,20250408.000000,1.107000,2.310500,5,,,1.189800,1.214800,,,22.779091,,350088.117000,253449.185000,0.024326,-0.088739,C,1.158600,10.958917,,85.119047,80.769230,bear,1.107000,-0.017164,0.056007,0.072267
159599.SZ,20250408.000000,1.345000,1.127800,4,,,1.456000,1.507950,,,15.057827,,42743.525000,22080.807600,0.028943,-0.108061,C,1.423400,13.819191,,88.349514,86.206896,bear,1.345000,0.049814,0.113011,0.096654
159632.SZ,20250408.000000,1.481000,3.133700,4,,,1.616300,1.627000,,,27.201830,,569170.212000,261334.644000,0.030867,-0.089736,C,1.552800,15.618079,,85.099337,78.365384,bear,1.481000,-0.021607,0.059419,0.062120
159655.SZ,20250408.000000,1.372000,4.414000,4,,,1.468900,1.477350,,,32.535539,,379203.993000,251069.985000,0.026864,-0.071310,C,1.422600,16.396491,,77.777777,66.666666,bear,1.372000,-0.029883,0.038630,0.047376
159660.SZ,20250408.000000,1.411000,3.521600,4,,,1.527000,1.540600,,,29.125365,,163907.307000,107395.246200,0.026881,-0.084123,C,1.473800,17.149889,,81.395349,74.331550,bear,1.411000,-0.019844,0.065202,0.083629
159682.SZ,20250408.000000,0.774000,1.308900,4,,,0.878100,0.908750,,,10.160029,,244140.451000,200363.804600,0.033315,-0.148281,C,0.843000,14.670572,,81.914893,79.881656,bear,0.774000,0.007752,0.046512,0.049096
159696.SZ,20250408.000000,1.200000,3.986100,4,,,1.293500,1.306600,,,30.816748,,230795.180000,158665.773400,0.026786,-0.081586,C,1.248800,17.501690,,79.090909,71.069182,bear,1.200000,-0.030000,0.053333,0.061667
159713.SZ,20250408.000000,0.742000,1.227800,4,,,0.789800,0.807400,,,22.486861,,51508.487000,34846.452000,0.030805,-0.081001,C,0.770000,23.765409,,69.230769,61.165048,bear,0.742000,0.008086,0.017520,0.010782
513110.SH,20250408.000000,1.496000,4.033400,4,,,1.613100,1.628650,,,30.858870,,232344.599000,162194.021200,0.026929,-0.081448,C,1.556600,17.099459,,79.061372,71.000000,bear,1.496000,-0.029412,0.053476,0.061497
